ID,"Módulo del Sistema","Perfil de Usuario",Funcionalidad,"Instrucción (Lo que se debe hacer)","Resultado (Lo que se espera)"
QA-132,"Panel Informes","Auditor ASEM","Botón de acción","Debe presionar 'Botón de acción' para ejecutar la acción de generarInformeInteractivo","Para esperar que el sistema procese la solicitud correctamente."
QA-133,"Panel Informes","Auditor ASEM","Botón de acción","Debe presionar 'Botón de acción' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-134,"ORIGINAL Gestion General Documentos","Auditor ASEM","Marcar Todos","Debe presionar 'Marcar Todos' para ejecutar la acción de marcarTodosParaExcluir","Para esperar que el sistema procese la solicitud correctamente."
QA-135,"ORIGINAL Gestion General Documentos","Auditor ASEM","Desmarcar Todos","Debe presionar 'Desmarcar Todos' para ejecutar la acción de desmarcarTodosParaExcluir","Para esperar que el sistema procese la solicitud correctamente."
QA-136,"ORIGINAL Gestion General Documentos","Auditor ASEM","Borrar F. Carga","Debe presionar 'Borrar F. Carga' para borrar el elemento","Para esperar que el sistema confirme la eliminación y actualice la vista."
QA-137,"ORIGINAL Gestion General Documentos","Auditor ASEM","Borrar F. Val.","Debe presionar 'Borrar F. Val.' para borrar el elemento","Para esperar que el sistema confirme la eliminación y actualice la vista."
QA-138,"ORIGINAL Gestion General Documentos","Auditor ASEM","Resetear Filtros","Debe presionar 'Resetear Filtros' para ejecutar la acción de resetearFiltros","Para esperar que el sistema procese la solicitud correctamente."
QA-139,"ORIGINAL Gestion General Documentos","Auditor ASEM","Asignar () [ VN: ]","Debe presionar 'Asignar () [ VN: ]' para ejecutar la acción de asignarSeleccionados","Para esperar que el sistema procese la solicitud correctamente."
QA-140,"ORIGINAL Gestion General Documentos","Auditor ASEM","Desasignar ()","Debe presionar 'Desasignar ()' para ejecutar la acción de desasignarSeleccionados","Para esperar que el sistema procese la solicitud correctamente."
QA-141,"ORIGINAL Gestion General Documentos","Auditor ASEM","Revalidar Seleccionados ()","Debe presionar 'Revalidar Seleccionados ()' para ejecutar la acción de revalidarSeleccionados","Para esperar que el sistema procese la solicitud correctamente."
QA-142,"ORIGINAL Gestion General Documentos","Auditor ASEM","Modificar Vencimientos ()","Debe presionar 'Modificar Vencimientos ()' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-143,"ORIGINAL Gestion General Documentos","Auditor ASEM","total() === 0""> Notificar a Contratistas","Debe presionar 'total() === 0""> Notificar a Contratistas' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-144,"ORIGINAL Gestion General Documentos","Auditor ASEM","Generar Informe de Producción","Debe presionar 'Generar Informe de Producción' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-145,"ORIGINAL Gestion General Documentos","Auditor ASEM","Fecha Validación @if($sortField === 'fecha_validacion')","Debe presionar 'Fecha Validación @if($sortField === 'fecha_validacion')' para ordenar la columna","Para esperar que el listado se reordene alfabéticamente o por fecha."
QA-146,"ORIGINAL Gestion General Documentos","Auditor ASEM",Auditar,"Debe presionar 'Auditar' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-147,"ORIGINAL Gestion General Documentos","Auditor ASEM",Ver,"Debe presionar 'Ver' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-148,"ORIGINAL Gestion General Documentos","Auditor ASEM",Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-149,"ORIGINAL Gestion General Documentos","Auditor ASEM","Confirmar Modificación","Debe presionar 'Confirmar Modificación' para ejecutar la acción de confirmarModificacionVencimiento","Para esperar que el sistema procese la solicitud correctamente."
QA-150,"ORIGINAL Gestion General Documentos","Auditor ASEM",×,"Debe presionar '×' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-151,"ORIGINAL Gestion General Documentos","Auditor ASEM","@if($esAuditoriaSoloLectura) Cerrar @else Cancelar @endif","Debe presionar '@if($esAuditoriaSoloLectura) Cerrar @else Cancelar @endif' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-152,"ORIGINAL Gestion General Documentos","Auditor ASEM","Iniciar Revalidación","Debe presionar 'Iniciar Revalidación' para ejecutar la acción de iniciarRevalidacionIndividual","Para esperar que el sistema procese la solicitud correctamente."
QA-153,"ORIGINAL Gestion General Documentos","Auditor ASEM",Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-154,"ORIGINAL Gestion General Documentos","Auditor ASEM","Confirmar y Enviar","Debe presionar 'Confirmar y Enviar' para ejecutar la acción de despacharNotificaciones","Para esperar que el sistema procese la solicitud correctamente."
QA-155,"ORIGINAL Gestion General Documentos","Auditor ASEM",Cerrar,"Debe presionar 'Cerrar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-156,"ORIGINAL Gestion General Documentos","Auditor ASEM","Generar Reportes","Debe presionar 'Generar Reportes' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-157,"Criticidad Excepciones Tabla","Auditor ASEM",Excepcionar,"Debe presionar 'Excepcionar' para presionar el botón de guardar","Para esperar que los cambios se almacenen en el sistema y se muestre un mensaje de éxito."
QA-158,"Criticidad Excepciones Tabla","Auditor ASEM","Eliminar Excepción","Debe presionar 'Eliminar Excepción' para solicitar la eliminación del registro. Se debe confirmar el mensaje: '¿Está seguro de que desea eliminar esta excepción? La criticidad del documento volverá a su configuración general.'","Para esperar que el registro sea borrado definitivamente (o desactivado) del listado."
QA-159,"Revisar Documento","Auditor ASEM",Aceptar,"Debe presionar 'Aceptar' para ejecutar la acción de seleccionarDecision(","Para esperar que el sistema procese la solicitud correctamente."
QA-160,"Revisar Documento","Auditor ASEM",Rechazar,"Debe presionar 'Rechazar' para ejecutar la acción de seleccionarDecision(","Para esperar que el sistema procese la solicitud correctamente."
QA-161,"Revisar Documento","Auditor ASEM",Confirmar,"Debe presionar 'Confirmar' para ejecutar la acción de procesarDecision","Para esperar que el sistema procese la solicitud correctamente."
QA-162,"Revisar Documento","Auditor ASEM","Volver a Validar","Debe presionar 'Volver a Validar' para ejecutar la acción de resetDecision","Para esperar que el sistema procese la solicitud correctamente."
QA-163,"Revisar Documento","Auditor ASEM","Devolver Documento","Debe presionar 'Devolver Documento' para ejecutar la acción de devolverAAdmin","Para esperar que el sistema procese la solicitud correctamente."
QA-164,"Supervision Detalle Global","Auditor ASEM","Documentos Empresa","Debe presionar 'Documentos Empresa' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-165,"Supervision Detalle Global","Auditor ASEM",Trabajadores,"Debe presionar 'Trabajadores' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-166,"Supervision Detalle Global","Auditor ASEM",Vehículos,"Debe presionar 'Vehículos' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-167,"Supervision Detalle Global","Auditor ASEM",Embarcaciones,"Debe presionar 'Embarcaciones' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-168,"Supervision Detalle Global","Auditor ASEM",Maquinaria,"Debe presionar 'Maquinaria' para ejecutar la acción de seleccionarPestaña(","Para esperar que el sistema procese la solicitud correctamente."
QA-169,"Supervision Detalle Global","Auditor ASEM","Revertir a Estado Original","Debe presionar 'Revertir a Estado Original' para revertir la acción. Se debe confirmar el mensaje: '¿Está seguro que desea eliminar la anulación manual y volver al estado calculado por el sistema?'","Para esperar que el sistema deshaga el último cambio y recupere el estado anterior."
QA-170,"Supervision Detalle Global","Auditor ASEM","Restringir Acceso Empresa","Debe presionar 'Restringir Acceso Empresa' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-171,"Supervision Detalle Global","Auditor ASEM","Habilitar Acceso Empresa","Debe presionar 'Habilitar Acceso Empresa' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-172,"Supervision Detalle Global","Auditor ASEM",Cancelar,"Debe presionar 'Cancelar' para cerrar la ventana actual","Para esperar que la ventana desaparezca y se vuelva a la vista principal."
QA-173,"Supervision Global","Auditor ASEM","Mostrar Resultados","Debe presionar 'Mostrar Resultados' para ejecutar la acción de forzarRecalculoEnVivo","Para esperar que el sistema procese la solicitud correctamente."
QA-174,"Supervision Global","Auditor ASEM","Generar Reportes","Debe presionar 'Generar Reportes' para exportar la lista","Para esperar que se genere un archivo Excel o PDF con los datos actuales."
QA-175,Verificacion,"Auditor ASEM","REQUISITOS DOCUMENTALES","Debe presionar 'REQUISITOS DOCUMENTALES' para ejecutar la acción de setTab(","Para esperar que el sistema procese la solicitud correctamente."
QA-176,Verificacion,"Auditor ASEM","CATEGORÍAS DE DOCUMENTOS","Debe presionar 'CATEGORÍAS DE DOCUMENTOS' para ejecutar la acción de setTab(","Para esperar que el sistema procese la solicitud correctamente."
QA-177,Verificacion,"Auditor ASEM","CONFIGURACION CALENDARIO","Debe presionar 'CONFIGURACION CALENDARIO' para ejecutar la acción de setTab(","Para esperar que el sistema procese la solicitud correctamente."
QA-178,Verificacion,"Auditor ASEM","CONSOLIDADO FECHAS PERIODOS","Debe presionar 'CONSOLIDADO FECHAS PERIODOS' para ejecutar la acción de setTab(","Para esperar que el sistema procese la solicitud correctamente."
QA-179,Verificacion,"Auditor ASEM","CATÁLOGO AUDITORÍA @if($catalogoObsCount + $catalogoContCount > 0)","Debe presionar 'CATÁLOGO AUDITORÍA @if($catalogoObsCount + $catalogoContCount > 0)' para ejecutar la acción de setTab(","Para esperar que el sistema procese la solicitud correctamente."
QA-180,Verificacion,"Auditor ASEM","Botón de acción","Debe presionar 'Botón de acción' para presionar el botón de guardar","Para esperar que los cambios se almacenen en el sistema y se muestre un mensaje de éxito."
QA-181,Verificacion,"Auditor ASEM",✕,"Debe presionar '✕' para ejecutar la acción de cancelarEdicionRequisito","Para esperar que el sistema procese la solicitud correctamente."
QA-182,Verificacion,"Auditor ASEM",EDITAR,"Debe presionar 'EDITAR' para clicar en editar","Para esperar que se habilite la edición de la información seleccionada."
QA-183,Verificacion,"Auditor ASEM","nombre }}'?"" class=""text-red-500 hover:text-red-700 font-black text-[9px] uppercase tracking-widest px-2 py-1 bg-red-50 rounded-md border border-red-100 hover:bg-red-100 transition-all ml-1""> BORRAR","Debe presionar 'nombre }}'?"" class=""text-red-500 hover:text-red-700 font-black text-[9px] uppercase tracking-widest px-2 py-1 bg-red-50 rounded-md border border-red-100 hover:bg-red-100 transition-all ml-1""> BORRAR' para solicitar la eliminación del registro. Se debe confirmar el mensaje: '¿Seguro que desea eliminar el documento'","Para esperar que el registro sea borrado definitivamente (o desactivado) del listado."
QA-184,Verificacion,"Auditor ASEM",GUARDAR,"Debe presionar 'GUARDAR' para presionar el botón de guardar","Para esperar que los cambios se almacenen en el sistema y se muestre un mensaje de éxito."
QA-185,Verificacion,"Auditor ASEM",✕,"Debe presionar '✕' para solicitar la eliminación del registro. Se debe confirmar el mensaje: '¿Está seguro de eliminar este periodo? Los contratistas ya no tendrán que verificar este mes.'","Para esperar que el registro sea borrado definitivamente (o desactivado) del listado."
QA-186,Verificacion,"Auditor ASEM",★,"Debe presionar '★' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-187,Verificacion,"Auditor ASEM","NUEVA CATEGORÍA","Debe presionar 'NUEVA CATEGORÍA' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-188,Verificacion,"Auditor ASEM","is_active ? 'bg-green-100 text-green-800 border border-green-200' : 'bg-red-100 text-red-800 border border-red-200' }}"">","Debe presionar 'is_active ? 'bg-green-100 text-green-800 border border-green-200' : 'bg-red-100 text-red-800 border border-red-200' }}"">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-189,Verificacion,"Auditor ASEM",EDITAR,"Debe presionar 'EDITAR' para abrir la ventana de gestión","Para esperar que la ventana se muestre correctamente en pantalla."
QA-190,Verificacion,"Auditor ASEM",GUARDAR,"Debe presionar 'GUARDAR' para presionar el botón de guardar","Para esperar que los cambios se almacenen en el sistema y se muestre un mensaje de éxito."
QA-191,Verificacion,"Auditor ASEM","Botón de acción","Debe presionar 'Botón de acción' para presionar el botón de guardar","Para esperar que los cambios se almacenen en el sistema y se muestre un mensaje de éxito."
QA-192,Verificacion,"Auditor ASEM",✕,"Debe presionar '✕' para ejecutar la acción de cancelarCatalogoItem","Para esperar que el sistema procese la solicitud correctamente."
QA-193,Verificacion,"Auditor ASEM","is_active ? 'bg-emerald-50 text-emerald-700 border-emerald-200 hover:bg-emerald-100' : 'bg-gray-50 text-gray-400 border-gray-200 hover:bg-gray-100' }}"">","Debe presionar 'is_active ? 'bg-emerald-50 text-emerald-700 border-emerald-200 hover:bg-emerald-100' : 'bg-gray-50 text-gray-400 border-gray-200 hover:bg-gray-100' }}"">' para cambiar el estado","Para esperar que el registro se active o desactive según corresponda."
QA-194,Verificacion,"Auditor ASEM",EDITAR,"Debe presionar 'EDITAR' para clicar en editar","Para esperar que se habilite la edición de la información seleccionada."
QA-195,Verificacion,"Auditor ASEM",BORRAR,"Debe presionar 'BORRAR' para solicitar la eliminación del registro. Se debe confirmar el mensaje: '¿Eliminar este ítem del catálogo? Las contingencias ya registradas mantendrán su texto.'","Para esperar que el registro sea borrado definitivamente (o desactivado) del listado."
